Title,Abstract,Article URL,date 
Neodymium isotopes of central Mediterranean phosphatic hardgrounds reveal Miocene paleoceanography,"Understanding the causes of the formation of hardgrounds provides insights on the oceanographic evolution of a basin. Phosphate-rich hardground formation interrupted carbonate ramp deposition in the Mediterranean during the Miocene. We analyzed the εNd record of three central Mediterranean hardgrounds to identify the origin of the phosphate-rich waters that formed them within the frame of Mediterranean Miocene paleoceanographic evolution. The Nd isotopes suggest that eastern Mediterranean deep waters were controlled by runoff, in contrast to Atlantic and Indian Ocean waters. This Nd isotope record attests to the weakening of Mediterranean circulation during the Miocene due to closure of the Indian Gateway. Limited exchange with Atlantic shallow seawater led to long residence times for deep waters in the basin. This record indicates the role of upwelling in formation of phosphate hardgrounds and shows the influence of global climate change and local paleoceanographic conditions.",https://pubs.geoscienceworld.org/gsa/geology/article/50/9/1023/614059/Neodymium-isotopes-of-central-Mediterranean,2023-01-24
Zircon-modeled melts shed light on the formation of Earth's crust from the Hadean to the Archean,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/9/1028/614057/Zircon-modeled-melts-shed-light-on-the-formation,2023-01-24
Gouge fabrics reset by thermal pressurization record stress on faults after earthquakes,"Stress on seismogenic faults provides critical information about how much elastic energy is stored in the crust and released by earthquakes, which is crucial in understanding earthquake energetics and recurrence. However, determining post-earthquake stress states on faults remains challenging because current borehole methods are rarely applicable to damaged fault zone rocks. We applied neutron texture analysis to gouge samples of the 1999 Chi-Chi earthquake in Taiwan to infer the stress state after the earthquake. Results indicate that the clay fabric within the principal slip zone is orthogonal to the fault plane, whereas outside the principal slip zone the fabric is predominantly parallel to the bedding-parallel fault plane. We suggest that the clay fabric in the slip zone was first neutralized by the coseismic fluidization caused by thermal pressurization and later re-oriented to the new direction of post-earthquake principal stress. Such stress orientation is consistent with the orientations inferred from core-scale fault slip data and dislocation models constrained from global navigation satellite system displacements. If thermal pressurization is a ubiquitous process during earthquakes, gouge fabrics can be used to help probe the post-earthquake stress state of faults.",https://pubs.geoscienceworld.org/gsa/geology/article/50/9/1033/614061/Gouge-fabrics-reset-by-thermal-pressurization,2023-01-24
Protogenetic clinopyroxene inclusions in diamond and Nd diffusion modeling—Implications for diamond dating,"Diamonds are witnesses of processes that have operated in Earth's mantle over more than 3 b.y. Essential to our understanding of these processes is the determination of diamond crystallization ages. These cannot be directly determined on diamond, but they can be calculated using radiogenic isotopic systematics of suitable minerals included in a diamond. This method relies on the assumption that the mineral inclusions were in isotopic equilibrium with the diamond-forming medium. We evaluated the validity of Sm-Nd ages yielded by clinopyroxene inclusions by combining crystallographic orientation analyses and Nd diffusion modeling at the relevant conditions for Earth's cratonic mantle. We investigated the crystallographic orientation relationships (CORs) for 54 clinopyroxene inclusions within 18 diamonds from South Africa and Siberia. Clinopyroxene inclusions in some diamonds showed specific CORs with their hosts, indicating possible syngenesis. Other samples had clusters of clinopyroxene inclusions sharing the same orientation but no specific orientation relative to their hosts, indicating that the inclusions are older than the diamond (i.e., they are protogenetic). Diffusion modeling in the temperature range typical for lithospheric diamonds (900–1400 °C) showed that resetting of the Sm-Nd isotopic system in clinopyroxene grains larger than 0.05 mm requires geologically long interaction with the diamond-forming fluid/melt (>3.5 m.y. at average temperature of ~1150 °C). Depending on inclusion size and temperature regime, protogenetic clinopyroxene inclusions may not fully reequilibrate during diamond-formation events. We suggest that small clinopyroxene inclusions (<0.2 mm) that equilibrated at temperatures higher than 1050–1080 °C may be the most suitable for age determinations.",https://pubs.geoscienceworld.org/gsa/geology/article/50/9/1038/614054/Protogenetic-clinopyroxene-inclusions-in-diamond,2023-01-24
Mayflies as resource pulses in Jurassic lacustrine ecosystems,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/9/1043/614062/Mayflies-as-resource-pulses-in-Jurassic-lacustrine,2023-01-24
Silurian wildfire proxies and atmospheric oxygen,"The earliest evidence of wildfire is documented from two localities: the early mid-Silurian Pen-y-lan Mudstone, Rumney, Wales (UK), and the late Silurian Winnica Formation, Winnica, Poland. Nematophytes dominate both charcoal assemblages. Reflectance data indicate low-temperature fires with localized intense conditions. Fire temperatures are greater in the older and less evolved assemblage. These charcoal assemblages and others, new and previously documented, from the Silurian and earliest Devonian are compared to box models of atmospheric oxygen concentration (pO2). Based on modern charring experiments, these data indicate pO2 is divergent from the broad trends predicted by the COPSE-revisited and GEOCARBSULFOR models. Sustained burns require a minimum pO2 threshold of 16%, or ~0.75 present atmospheric level. This threshold was first met and, our charcoal data indicate, was exceeded in the mid-Silurian and then, later in the Silurian, attained again repeatedly.",https://pubs.geoscienceworld.org/gsa/geology/article/50/9/1048/614348/Silurian-wildfire-proxies-and-atmospheric-oxygen,2023-01-24
Quantitative relationships between river and channel-belt planform patterns,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/9/1053/614344/Quantitative-relationships-between-river-and,2023-01-24
Mid-loaf crisis: Internal breadcrust surfaces in rhyolitic pyroclasts reveal dehydration quenching,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/9/1058/614346/Mid-loaf-crisis-Internal-breadcrust-surfaces-in,2023-01-24
Crustal transpressional fault geometry influenced by viscous lower crustal flow,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/9/1063/614554/Crustal-transpressional-fault-geometry-influenced,2023-01-24
"Natural levees increase in prevalence in the backwater zone: Coastal Trinity River, Texas, USA","Flood dynamics in low-relief landscapes control the lateral exchange of water and sediment between a river and its floodplain. Locations where these exchanges occur for any given river discharge depend on local bank elevations, which in turn depend on the type of landform present immediately adjacent to the river channel. Our analysis separated landforms bordering a river into six categories: levee, scroll bar, counter point bar, channel-bend cutoff, erosional surface, and inactive surface. Each landform is associated with a different range of elevations. Levees are the highest, and counter point bars and cutoffs are the lowest. Using a combination of lidar-derived measurements of topography and water-surface profiles derived from U.S. Geological Survey gauge data, we show that landforms at the margins of the river change with downstream position on the coastal reach of the Trinity River in the southern United States. The fractions of counter point bars and cutoffs decrease downstream, while the fraction and continuity of levees increase to nearly 100%. This spatial change correlates with downstream reductions in channel-bend migration and deformation, and the measured range in river stage. As a result, the greatest range in bank elevations occurs upstream where variation in river stage is also highest. Meanwhile, the smallest range in bank elevation and river stage exists in the coastal backwater zone. Our analysis indicates that essentially all levees within the backwater zone are overtopped by flow associated with a single river discharge. Moving upriver, the discharge associated with levee-overtopping flow systematically increases. This study highlights the morphodynamic control on coastal river flooding.",https://pubs.geoscienceworld.org/gsa/geology/article/50/9/1068/614345/Natural-levees-increase-in-prevalence-in-the,2023-01-24
